condition,track,metric,mean,population_sd,min,max,n
B4_EVIDENCE_MASKED,unpaired,rna_resulting_precision,0.9070282074589485,0.003114294656187492,0.9017495239228237,0.9105075463920006,5
B4_EVIDENCE_MASKED,unpaired,rna_resulting_recall,0.9067974110858076,0.001109288230648901,0.9053566402506595,0.9084802748204696,5
B4_EVIDENCE_MASKED,unpaired,rna_resulting_f1,0.9029087375793055,0.0012342046625376287,0.9014005170565629,0.9047610184536894,5
B4_EVIDENCE_MASKED,combined,event_tp_preservation,0.9918855972036237,0.0015525885462810377,0.9891145447638927,0.9934579833706157,5
B4_EVIDENCE_MASKED,combined,event_fp_removal,0.3866215274320422,0.016255050571889154,0.3584387135318132,0.4036443293836503,5
B4_EVIDENCE_MASKED,combined,event_modification_precision,0.9023495936437695,0.014158632586122537,0.8757227965656211,0.9134693463256192,5
B4_EVIDENCE_MASKED,combined,event_coverage,0.06926115854560896,0.0036614995861908024,0.06338993301977236,0.07344018427605377,5
B4_EVIDENCE_MASKED,combined,event_delta_f1,0.02450921565520725,0.0008836831591111999,0.023148005705360353,0.02553893350966785,5
B4_EVIDENCE_MASKED,combined,event_resulting_precision,0.8935457387180424,0.0024118214713921447,0.8893430516531906,0.8961340760420929,5
B4_EVIDENCE_MASKED,combined,event_resulting_recall,0.8777569522257309,0.0013739441265064282,0.8753047434722081,0.8791484160130386,5
B4_EVIDENCE_MASKED,combined,event_resulting_f1,0.8855775598142696,0.0008836831591111999,0.8842163498644227,0.8866072776687302,5
B4_EVIDENCE_MASKED,combined,event_lost_tp,2114.8,404.64028469740873,1705.0,2837.0,5
B4_EVIDENCE_MASKED,combined,event_removed_fp,19414.2,816.2473644674144,17999.0,20269.0,5
B4_EVIDENCE_MASKED,combined,rna_tp_preservation,0.9935697725302729,0.001844419842785925,0.9906858286587142,0.9960737434101692,5
B4_EVIDENCE_MASKED,combined,rna_fp_removal,0.6152360692883171,0.016370019666522448,0.5938875474749052,0.6333272156315704,5
B4_EVIDENCE_MASKED,combined,rna_modification_precision,0.9473884084201444,0.00487053880426533,0.94204747200672,0.9563346067430952,5
B4_EVIDENCE_MASKED,combined,rna_coverage,0.07004672192982776,0.003182851171824026,0.06437829578314692,0.07319127378300168,5
B4_EVIDENCE_MASKED,combined,rna_delta_f1,0.024783882222172083,0.0007911246262576162,0.024075728305151436,0.02579108005550334,5
B4_EVIDENCE_MASKED,combined,rna_resulting_precision,0.9078875249583156,0.001932088587582017,0.9046714754784383,0.9100413224599803,5
B4_EVIDENCE_MASKED,combined,rna_resulting_recall,0.9069061325390596,0.0009226560151198396,0.9055559262523579,0.9082487928823314,5
B4_EVIDENCE_MASKED,combined,rna_resulting_f1,0.9034191786542651,0.0007911246262575585,0.9027110247372446,0.904426376487596,5
